n,seed,p_noise,q_eve,qber,n_sifted,n_errors
50000,1,0.13,0.35000000000000003,0.1408726198554948,25051,3529
50000,1,0.13,0.4,0.15236916689952498,25051,3817
50000,1,0.13,0.45,0.16063231008742165,25051,4024
50000,1,0.13,0.5,0.17188934573470122,25051,4306
50000,1,0.13,0.55,0.18558141391561214,25051,4649
50000,1,0.13,0.6000000000000001,0.1953215440501377,25051,4893
50000,1,0.13,0.65,0.20869426370204783,25051,5228
50000,1,0.13,0.7000000000000001,0.21316514310805956,25051,5340
50000,1,0.13,0.75,0.22981118518222826,25051,5757
50000,1,0.13,0.8,0.2452596702726438,25051,6144
50000,1,0.13,0.8500000000000001,0.24729551714502415,25051,6195
50000,1,0.13,0.9,0.2577142629036765,25051,6456
50000,1,0.13,0.9500000000000001,0.2685321943235799,25051,6727
50000,1,0.13,1.0,0.27747395313560336,25051,6951
50000,1,0.14,0.0,0.06969781645443296,25051,1746
50000,1,0.14,0.05,0.07832022673745559,25051,1962
50000,1,0.14,0.1,0.08881880962835816,25051,2225
50000,1,0.14,0.15000000000000002,0.09963674104826155,25051,2496
50000,1,0.14,0.2,0.11273003073729591,25051,2824
50000,1,0.14,0.25,0.12382739212007504,25051,3102
50000,1,0.14,0.30000000000000004,0.13320825515947468,25051,3337
50000,1,0.14,0.35000000000000003,0.14466488363737975,25051,3624
50000,1,0.14,0.4,0.15632110494591034,25051,3916
50000,1,0.14,0.45,0.16470400383218234,25051,4126
50000,1,0.14,0.5,0.17560177238433594,25051,4399
50000,1,0.14,0.55,0.1891740848668716,25051,4739
50000,1,0.14,0.6000000000000001,0.19875454073689672,25051,4979
50000,1,0.14,0.65,0.21160831902918048,25051,5301
50000,1,0.14,0.7000000000000001,0.21619895413356752,25051,5416
50000,1,0.14,0.75,0.23280507764161112,25051,5832
50000,1,0.14,0.8,0.24809388846752625,25051,6215
50000,1,0.14,0.8500000000000001,0.24993014250928106,25051,6261
50000,1,0.14,0.9,0.2603888068340585,25051,6523
50000,1,0.14,0.9500000000000001,0.27100714542333637,25051,6789
50000,1,0.14,1.0,0.27970939283860924,25051,7007
50000,1,0.15,0.0,0.07484731148457148,25051,1875
50000,1,0.15,0.05,0.08287094327571753,25051,2076
50000,1,0.15,0.1,0.0942876531874975,25051,2362
50000,1,0.15,0.15000000000000002,0.10430721328489881,25051,2613
50000,1,0.15,0.2,0.11720091014330765,25051,2936
50000,1,0.15,0.25,0.12749990020358468,25051,3194
50000,1,0.15,0.30000000000000004,0.13696060037523453,25051,3431
50000,1,0.15,0.35000000000000003,0.1484172288531396,25051,3718
50000,1,0.15,0.4,0.16075206578579698,25051,4027
50000,1,0.15,0.45,0.16889545327531835,25051,4231
50000,1,0.15,0.5,0.17947387329847111,25051,4496
50000,1,0.15,0.55,0.19232765159075485,25051,4818
50000,1,0.15,0.6000000000000001,0.20282623448165743,25051,5081
50000,1,0.15,0.65,0.21508123428206458,25051,5388
50000,1,0.15,0.7000000000000001,0.21959203225420143,25051,5501
50000,1,0.15,0.75,0.23587880723324417,25051,5909
50000,1,0.15,0.8,0.2512474551914095,25051,6294
50000,1,0.15,0.8500000000000001,0.2534030577621652,25051,6348
50000,1,0.15,0.9,0.26318310646281584,25051,6593
50000,1,0.15,0.9500000000000001,0.273522015089218,25051,6852
50000,1,0.15,1.0,0.2821843439383657,25051,7069
50000,1,0.16,0.0,0.08079517783721209,25051,2024
50000,1,0.16,0.05,0.08825994970260669,25051,2211
50000,1,0.16,0.1,0.09911779968863518,25051,2483
50000,1,0.16,0.15000000000000002,0.10873817412478544,25051,2724
50000,1,0.16,0.2,0.12231048660732106,25051,3064
50000,1,0.16,0.25,0.13213045387409683,25051,3310
50000,1,0.16,0.30000000000000004,0.14111213125224542,25051,3535
50000,1,0.16,0.35000000000000003,0.15220949263502456,25051,3813
50000,1,0.16,0.4,0.16458424813380704,25051,4123
50000,1,0.16,0.45,0.1726477984910782,25051,4325
50000,1,0.16,0.5,0.183625404175482,25051,4600
50000,1,0.16,0.55,0.19588040397588918,25051,4907
50000,1,0.16,0.6000000000000001,0.2069378467925432,25051,5184
50000,1,0.16,0.65,0.21799528960919723,25051,5461
50000,1,0.16,0.7000000000000001,0.2227855175442098,25051,5581
50000,1,0.16,0.75,0.2395113967506287,25051,6000
50000,1,0.16,0.8,0.2544409404814179,25051,6374
50000,1,0.16,0.8500000000000001,0.25659654305217355,25051,6428
50000,1,0.16,0.9,0.2663366731866991,25051,6672
50000,1,0.16,0.9500000000000001,0.27655582611472596,25051,6928
50000,1,0.16,1.0,0.2844197836413716,25051,7125
50000,1,0.17,0.0,0.08530597580934893,25051,2137
50000,1,0.17,0.05,0.09293042193924395,25051,2328
50000,1,0.17,0.1,0.10326933056564608,25051,2587
50000,1,0.17,0.15000000000000002,0.11273003073729591,25051,2824
50000,1,0.17,0.2,0.12622250608758134,25051,3162
50000,1,0.17,0.25,0.13620214761885754,25051,3412
50000,1,0.17,0.30000000000000004,0.14446529080675422,25051,3619
50000,1,0.17,0.35000000000000003,0.15560257075565845,25051,3898
50000,1,0.17,0.4,0.16877569757694302,25051,4228
50000,1,0.17,0.45,0.17552193525208573,25051,4397
50000,1,0.17,0.5,0.1868188894654904,25051,4680
50000,1,0.17,0.55,0.1993932377948984,25051,4995
50000,1,0.17,0.6000000000000001,0.2102510877809269,25051,5267
50000,1,0.17,0.65,0.22138836772983114,25051,5546
50000,1,0.17,0.7000000000000001,0.22569957287134246,25051,5654
50000,1,0.17,0.75,0.24202626641651032,25051,6063
50000,1,0.17,0.8,0.25723524011017523,25051,6444
50000,1,0.17,0.8500000000000001,0.25963035407768154,25051,6504
50000,1,0.17,0.9,0.26889146141870585,25051,6736
50000,1,0.17,0.9500000000000001,0.2785118358548561,25051,6977
50000,1,0.17,1.0,0.28725400183625405,25051,7196
50000,1,0.18,0.0,0.09077481936848829,25051,2274
50000,1,0.18,0.05,0.09776056844038163,25051,2449
50000,1,0.18,0.1,0.10793980280228334,25051,2704
50000,1,0.18,0.15000000000000002,0.11672188734980639,25051,2924
50000,1,0.18,0.2,0.13065346692746796,25051,3273
50000,1,0.18,0.25,0.14091253842161988,25051,3530
